编号,精灵名,蛋种(产蛋形态),蛋组,最小蛋重(kg),最大蛋重(kg),最小蛋高(m),最大蛋高(m),主属性,副属性,属性,进化阶段,精灵形态,地区形态名称,精灵最小身高(m),精灵最大身高(m),精灵最小体重(kg),精灵最大体重(kg),BWiki页面标题,BWiki修订时间,BWiki抓取状态
NO.284,铠甲虫,小甲虫,天空组、昆虫组,2.275,3.36,0.2,0.28,虫,,虫,最终形态,原始形态,,1.17,1.68,83,96,铠甲虫,2026-06-07T14:32:08Z,ok
NO.285,圣剑侍从,圣剑侍从,巨灵组、机械组,40.495,69.44,0.4,0.49,机械,,机械,Ⅰ阶,原始形态,,0.94,1.18,115.7,173.6,圣剑侍从,2026-06-07T13:28:29Z,ok
NO.286,圣剑-X,圣剑侍从,巨灵组、机械组,40.495,69.44,0.4,0.49,机械,,机械,最终形态,原始形态,,1.83,2.07,481,658,圣剑-X,2026-06-07T13:28:28Z,ok
NO.287,吸泥鸥,吸泥鸥,两栖组、天空组,3.325,5,0.23,0.29,地,翼,地、翼,Ⅰ阶,原始形态,,0.55,0.71,9.5,12.5,吸泥鸥,2026-06-07T13:24:16Z,ok
NO.288,泥吼牙,吸泥鸥,两栖组、天空组,3.325,5,0.23,0.29,地,翼,地、翼,最终形态,原始形态,,1.05,1.45,21.5,32.5,泥吼牙,2026-06-07T14:00:29Z,ok
NO.289,大头骨龙,大头骨龙,巨灵组、龙组,6.51,13.4,0.36,0.42,龙,幽,龙、幽,Ⅰ阶,原始形态,,0.85,1,18.6,33.5,大头骨龙,2026-06-07T13:31:09Z,ok
NO.290,寂灭骨龙,大头骨龙,巨灵组、龙组,6.51,13.4,0.36,0.42,龙,幽,龙、幽,最终形态,原始形态,,2.25,2.45,85.7,105,寂灭骨龙,2026-06-07T13:33:34Z,ok
NO.291,厉毒小萝,厉毒小萝,天空组、拟人组,3.056,5.968,0.23,0.27,毒,恶,毒、恶,Ⅰ阶,原始形态,,0.55,0.65,8.73,14.92,厉毒小萝,2026-06-07T13:23:02Z,ok
NO.292,厉毒修萝,厉毒小萝,天空组、拟人组,3.056,5.968,0.23,0.27,毒,恶,毒、恶,最终形态,原始形态,,1.45,1.55,33.75,41.6,厉毒修萝,2026-06-07T13:23:01Z,ok
NO.296,毛头小蛛,毛头小蛛,妖精组、昆虫组,0.333,0.62,0.13,0.19,虫,地,虫、地,Ⅰ阶,原始形态,,0.3,0.45,0.95,2,毛头小蛛,2026-06-07T13:59:34Z,ok
NO.297,捕尘长绒,毛头小蛛,妖精组、昆虫组,0.333,0.62,0.13,0.19,虫,地,虫、地,最终形态,原始形态,,1.15,1.45,2.35,4.19,捕尘长绒,2026-06-07T13:40:15Z,ok
NO.298,食尘短绒,毛头小蛛,妖精组、昆虫组,0.333,0.62,0.13,0.19,虫,地,虫、地,最终形态,原始形态,,0.76,0.9,2.65,5.15,食尘短绒,2026-06-19T16:40:22Z,ok
NO.299,画精灵,画精灵,妖精组、巨灵组,0.347,0.608,0.12,0.16,普通,,普通,Ⅰ阶,原始形态,,0.28,0.38,0.99,2.21,画精灵,2026-06-07T14:06:04Z,ok
NO.300,画像守护,画精灵,妖精组、巨灵组,0.347,0.608,0.12,0.16,普通,,普通,Ⅱ阶,原始形态,,0.49,0.6,5.85,6.9,画像守护,2026-06-07T14:06:03Z,ok
NO.301,画间法师手,画精灵,妖精组、巨灵组,0.347,0.608,0.12,0.16,普通,幻,普通、幻,最终形态,原始形态,,2.08,2.45,46.05,58.1,画间法师手,2026-06-07T14:06:14Z,ok
NO.302,画间沉铁兽,画精灵,妖精组、巨灵组,0.347,0.608,0.12,0.16,普通,武,普通、武,最终形态,原始形态,,1.75,1.92,75.7,88.02,画间沉铁兽,2026-06-16T08:42:59Z,ok
NO.303,书魔虫,书魔虫,妖精组、巨灵组,0.798,1.544,0.13,0.17,普通,,普通,Ⅰ阶,原始形态,,0.3,0.41,2.28,3.86,书魔虫,2026-06-07T13:16:44Z,ok
NO.304,书卷守护,书魔虫,妖精组、巨灵组,0.798,1.544,0.13,0.17,普通,,普通,Ⅱ阶,原始形态,,0.82,1.01,9.8,14.8,书卷守护,2026-06-07T13:16:37Z,ok
NO.305,古卷执政官,书魔虫,妖精组、巨灵组,0.798,1.544,0.13,0.17,普通,幻,普通、幻,最终形态,原始形态,,1.91,2.21,98.8,135.5,古卷执政官,2026-06-07T13:23:15Z,ok
NO.306,古卷匣魔像,书魔虫,妖精组、巨灵组,0.798,1.544,0.13,0.17,普通,武,普通、武,最终形态,原始形态,,1.87,2.15,119.5,180.5,古卷匣魔像,2026-06-07T13:23:09Z,ok
NO.313,果冻,果冻,海洋组、魔力组,1.523,2.24,0.13,0.15,水,,水,Ⅰ阶,原始形态,,0.3,0.36,4.35,5.6,果冻,2026-06-07T13:56:44Z,ok
NO.314,抹茶布丁,果冻,海洋组、魔力组,1.523,2.24,0.13,0.15,水,草,水、草,最终形态,原始形态,,0.39,0.51,6.21,7.9,抹茶布丁,2026-06-07T13:40:11Z,ok
NO.315,椰浆布丁,果冻,海洋组,1.523,2.24,0.13,0.15,水,冰,水、冰,最终形态,原始形态,,0.39,0.51,6.21,7.9,椰浆布丁,2026-06-07T13:59:24Z,ok
NO.316,熔岩布丁,果冻,海洋组,1.523,2.24,0.13,0.15,水,火,水、火,最终形态,原始形态,,0.39,0.51,6.21,7.9,熔岩布丁,2026-06-07T14:04:16Z,ok
NO.317,星尘虫,星尘虫,昆虫组,0.263,0.34,0.06,0.08,虫,,虫,Ⅰ阶,原始形态,,0.15,0.2,0.45,1.4,星尘虫,2026-06-07T04:06:12Z,ok
NO.318,落星虫,星尘虫,昆虫组,0.263,0.34,0.06,0.08,虫,,虫,Ⅱ阶,原始形态,,0.35,0.4,1.25,2.25,落星虫,2026-06-07T16:19:28Z,ok
NO.319,陨星虫,星尘虫,昆虫组,0.263,0.34,0.06,0.08,虫,,虫,最终形态,原始形态,,0.65,0.8,5.6,6.8,陨星虫,2026-06-07T16:19:41Z,ok
NO.320,双灯鱼,双灯鱼,海洋组,5.215,7.12,0.21,0.3,水,电,水、电,Ⅰ阶,原始形态,,0.5,0.72,14.9,17.8,双灯鱼,2026-06-07T13:23:05Z,ok
NO.321,利灯鱼,双灯鱼,海洋组,5.215,7.12,0.21,0.3,水,电,水、电,最终形态,原始形态,,0.62,0.89,26.8,31.5,利灯鱼,2026-06-07T13:19:16Z,ok
NO.322,月牙雪熊,月牙雪熊,动物组、巨灵组,26.775,37,0.53,0.6,冰,幻,冰、幻,最终形态,原始形态,,1.25,1.45,76.5,92.5,月牙雪熊,2026-06-07T13:55:33Z,ok
NO.323,嗜光嗡嗡,嗜光嗡嗡,昆虫组,0.511,1.22,0.1,0.13,恶,光,恶、光,Ⅰ阶,原始形态,,0.24,0.32,1.46,3.05,嗜光嗡嗡,2026-06-07T13:26:06Z,ok
NO.324,窃光蚊,嗜光嗡嗡,昆虫组,0.511,1.22,0.1,0.13,恶,光,恶、光,最终形态,原始形态,,0.53,0.66,7.05,9.62,窃光蚊,2026-06-07T14:08:04Z,ok
NO.325,柴渣虫,柴渣虫,昆虫组、植物组,5.075,7.44,0.19,0.23,火,草,火、草,Ⅰ阶,原始形态,,0.45,0.55,14.5,18.6,柴渣虫,2026-06-07T13:56:46Z,ok
NO.326,燃薪虫,柴渣虫,昆虫组、植物组,5.075,7.44,0.19,0.23,火,草,火、草,最终形态,原始形态,,1.1,1.25,72.5,87.5,燃薪虫,2026-06-07T14:04:40Z,ok
NO.327,空空颅,空空颅,巨灵组、魔力组,1.96,3.48,0.18,0.25,幽,,幽,Ⅰ阶,原始形态,,0.43,0.61,5.6,8.7,空空颅,2026-06-07T14:07:51Z,ok
NO.328,夜宿颅,空空颅,巨灵组、魔力组,1.96,3.48,0.18,0.25,幽,,幽,Ⅱ阶,原始形态,,0.82,1.18,27.6,34.3,夜宿颅,2026-06-07T13:30:55Z,ok
NO.329,夜枭,空空颅,巨灵组、魔力组,1.96,3.48,0.18,0.25,幽,,幽,最终形态,原始形态,,1.45,2.07,58.6,66.5,夜枭,2026-06-07T13:31:00Z,ok
NO.330,粉粉星,粉粉星,妖精组、软体组,0.735,1.2,0.23,0.32,电,幻,电、幻,Ⅰ阶,原始形态,,0.53,0.76,2.1,3,粉粉星,2026-06-07T14:08:44Z,ok
NO.331,小皮球,粉粉星,妖精组、软体组,0.735,1.2,0.23,0.32,电,幻,电、幻,最终形态,原始形态,,0.7,1,6.4,8.12,小皮球,2026-06-07T13:35:34Z,ok
NO.332,贝瑟,贝瑟,机械组,8.575,13.84,0.24,0.34,机械,火,机械、火,Ⅰ阶,原始形态,,0.57,0.82,24.5,34.6,贝瑟,2026-06-07T14:14:37Z,ok
NO.333,贝加尔,贝瑟,机械组,8.575,13.84,0.24,0.34,机械,火,机械、火,Ⅱ阶,原始形态,,0.9,1.2,87.6,97.5,贝加尔,2026-06-07T14:14:32Z,ok
NO.334,贝古斯,贝瑟,机械组,8.575,13.84,0.24,0.34,机械,火,机械、火,最终形态,原始形态,,1.55,1.8,248,286,贝古斯,2026-06-07T14:14:34Z,ok
NO.335,粉星仔,粉星仔,天空组、妖精组,3.43,5.12,0.17,0.21,幻,,幻,Ⅰ阶,原始形态,,0.39,0.5,9.8,12.8,粉星仔,2026-06-07T14:08:36Z,ok
NO.336,粉耳星兔,粉星仔,天空组、妖精组,3.43,5.12,0.17,0.21,幻,,幻,最终形态,原始形态,,0.55,0.75,16.82,23.81,粉耳星兔,2026-06-07T14:08:44Z,ok
NO.337,落陨星兔,粉星仔,天空组、妖精组,3.43,5.12,0.17,0.21,幻,幽,幻、幽,最终形态,原始形态,,0.55,0.75,16.82,23.81,落陨星兔,2026-06-07T14:12:01Z,ok
NO.338,布瓜蝌,布瓜蝌,两栖组,0.298,0.42,0.14,0.21,幻,,幻,Ⅰ阶,原始形态,,0.32,0.51,0.45,1.65,布瓜蝌,2026-06-07T13:38:10Z,ok
NO.339,上岸蛙,布瓜蝌,两栖组,0.298,0.42,0.14,0.21,幻,,幻,最终形态,原始形态,,0.65,0.87,5.8,8.1,上岸蛙,2026-06-07T13:14:57Z,ok
NO.340,火红尾,火红尾,动物组,8.016,15.92,0.4,0.61,火,,火,Ⅰ阶,原始形态,,0.72,0.98,17.5,30.5,火红尾,2026-06-07T14:02:24Z,ok
NO.341,雅丹鬃,火红尾,动物组,8.016,15.92,0.4,0.61,火,,火,最终形态,原始形态,,1.7,2.06,49.5,71.2,雅丹鬃,2026-06-07T14:33:19Z,ok
NO.342,春团,春团,动物组、妖精组,0.735,1.44,0.15,0.21,草,,草,Ⅰ阶,原始形态,,0.35,0.51,2.1,3.6,春团,2026-06-07T13:40:55Z,ok
NO.343,春兔,春团,动物组、妖精组,0.735,1.44,0.15,0.21,草,,草,Ⅱ阶,原始形态,,0.61,0.87,6.8,8.5,春兔,2026-06-07T13:40:46Z,ok
NO.344,春花兔,春团,动物组、妖精组,0.735,1.44,0.15,0.21,草,,草,最终形态,原始形态,,0.85,1.15,18.5,33.5,春花兔,2026-06-07T13:40:56Z,ok
NO.345,幽星光,幽星光,妖精组、巨灵组,0.21,0.48,0.17,0.23,幻,,幻,Ⅰ阶,原始形态,,0.4,0.55,0.6,1.65,幽星光,2026-06-07T13:39:38Z,ok
NO.346,曜星光,幽星光,妖精组、巨灵组,0.21,0.48,0.17,0.23,幻,翼,幻、翼,Ⅱ阶,原始形态,,0.88,1.05,3,4.5,曜星光,2026-06-07T13:54:57Z,ok
NO.347,暮星辰,幽星光,妖精组、巨灵组,0.21,0.48,0.17,0.23,幻,翼,幻、翼,最终形态,原始形态,,1.85,2.05,7.5,10.5,暮星辰,2026-06-07T13:54:55Z,ok
NO.358,猴麦仔,猴麦仔,动物组、机械组,2.94,7.04,0.24,0.33,普通,机械,普通、机械,I阶,原始形态,,0.57,0.79,8.4,17.6,猴麦仔,2026-06-07T14:05:17Z,ok
NO.359,音碟吼,猴麦仔,动物组、机械组,2.94,7.04,0.24,0.33,普通,机械,普通、机械,最终形态,原始形态,,0.77,1.08,23.1,40.8,音碟吼,2026-06-07T14:34:59Z,ok
NO.360,加油海葵,加油海葵,两栖组、妖精组,1.015,1.66,0.15,0.2,水,萌,水、萌,I阶,原始形态,,0.35,0.47,2.9,4.15,加油海葵,2026-06-06T19:59:21Z,ok
NO.361,加油蟹,加油海葵,两栖组、妖精组,1.015,1.66,0.15,0.2,水,萌,水、萌,最终形态,原始形态,,0.51,0.78,6.75,11.7,加油蟹,2026-06-03T13:25:20Z,ok
NO.362,小丑豆豆,小丑豆豆,妖精组、拟人组,1.698,2.54,0.2,0.27,恶,,恶,I阶,原始形态,,0.48,0.65,4.85,6.35,小丑豆豆,2026-06-02T08:46:16Z,ok
NO.363,小丑兔,小丑豆豆,妖精组、拟人组,1.698,2.54,0.2,0.27,恶,,恶,II阶,原始形态,,0.78,0.96,11.75,14.75,小丑兔,2026-06-02T08:46:41Z,ok
NO.364,小丑公爵,小丑豆豆,妖精组、拟人组,1.698,2.54,0.2,0.27,恶,,恶,最终形态,原始形态,,1.24,1.63,38.5,47.6,小丑公爵,2026-06-02T08:47:24Z,ok
NO.365,烟花团,烟花团,机械组、魔力组,1.768,2.528,0.14,0.21,火,毒,火、毒,I阶,原始形态,,0.33,0.5,5.05,6.32,烟花团,2026-06-07T14:04:04Z,ok
NO.366,烟花伯爵,烟花团,机械组、魔力组,1.768,2.528,0.14,0.21,火,毒,火、毒,最终形态,原始形态,,0.6,0.88,10.5,22.5,烟花伯爵,2026-06-03T13:44:02Z,ok
NO.367,咕咕帽,咕咕帽,妖精组,0.763,2.304,0.16,0.23,幽,,幽,I阶,原始形态,,0.38,0.55,2.18,5.76,咕咕帽,2026-06-07T13:25:48Z,ok
NO.368,咕德帽帽,咕咕帽,妖精组,0.763,2.304,0.16,0.23,幽,,幽,最终形态,原始形态,,0.69,0.96,7.68,14.3,咕德帽帽,2026-06-07T13:25:51Z,ok
NO.369,炫光迪迪,炫光迪迪,动物组、大地组,9.1,14.84,0.2,0.28,电,光,电、光,I阶,原始形态,,0.47,0.68,26,37.1,炫光迪迪,2026-05-31T12:33:32Z,ok
NO.370,霹雳迪迪,炫光迪迪,动物组、大地组,9.1,14.84,0.2,0.28,电,光,电、光,最终形态,原始形态,,1.6,1.87,66.8,89.3,霹雳迪迪,2026-05-31T12:31:28Z,ok
NO.371,小鼓象,小鼓象,动物组、机械组,1.806,3.32,0.27,0.34,机械,,机械,I阶,原始形态,,0.64,0.83,5.16,8.3,小鼓象,2026-06-07T13:36:52Z,ok
NO.372,巨鼓象,小鼓象,动物组、机械组,1.806,3.32,0.27,0.34,机械,,机械,最终形态,原始形态,,0.93,1.2,35.6,59.1,巨鼓象,2026-06-07T13:37:44Z,ok
NO.373,牵线木偶,牵线木偶,妖精组、拟人组,2.09,3.48,0.27,0.38,幻,,幻,I阶,原始形态,,0.63,0.91,5.97,8.7,牵线木偶,2026-06-04T07:29:34Z,ok
NO.374,帅帅魔偶,牵线木偶,妖精组、拟人组,2.09,3.48,0.27,0.38,幻,,幻,最终形态,原始形态,,0.89,1.27,15.1,21.2,帅帅魔偶,2026-06-07T13:38:21Z,ok
